Order_ID,Order_Date,Region,Product_Category,Product_Name,Quantity,Sales_Amount,Profit,Year,Month,Month_Name,YearMonth,Profit_Margin,Revenue_Tier
ORD-100093,2024-08-30,Central,Office Supplies,Tape,3,44.29,11.0725,2024,8,Aug,2024-08,25.0,Low
ORD-100094,2022-12-01,Central,Clothing,Blazer,3,199.29,104.18,2022,12,Dec,2022-12,52.28,High
ORD-100095,2022-08-17,North,Office Supplies,Stapler,4,52.24,21.22,2022,8,Aug,2022-08,40.62,Mid
ORD-100096,2022-07-14,East,Clothing,Boots,2,96.06,33.75,2022,7,Jul,2022-07,35.13,Mid
ORD-100097,2023-08-26,South,Office Supplies,Notebook,4,38.6,15.62,2023,8,Aug,2023-08,40.47,Low
ORD-100098,2024-10-18,North,Clothing,Blazer,5,355.7,201.64,2024,10,Oct,2024-10,56.69,High
ORD-100099,2024-02-13,South,Furniture,Filing Cabinet,6,211.44,74.15,2024,2,Feb,2024-02,35.07,High
ORD-100100,2024-05-09,West,Food & Bev,Granola Mix,4,22.4,9.68,2024,5,May,2024-05,43.21,Low
ORD-100101,2023-09-13,East,Electronics,Headphones,3,78.99,21.55,2023,9,Sep,2023-09,27.28,Mid
ORD-100102,2022-07-19,East,Electronics,Keyboard,3,54.54,12.23,2022,7,Jul,2022-07,22.42,Mid
ORD-100103,2024-01-14,North,Clothing,Boots,6,373.74,131.78,2024,1,Jan,2024-01,35.26,High
ORD-100104,2023-01-21,East,Food & Bev,Coffee Beans,5,72.3,25.65,2023,1,Jan,2023-01,35.48,Mid
ORD-100105,2023-07-22,North,Electronics,Webcam,3,64.35,10.78,2023,7,Jul,2023-07,16.75,Mid
ORD-100106,2023-11-18,North,Office Supplies,Binder,2,19.34,5.67,2023,11,Nov,2023-11,29.32,Low
ORD-100107,2022-11-26,West,Furniture,Bookshelf,3,114.9,31.28,2022,11,Nov,2022-11,27.22,Mid
ORD-100108,2022-10-16,South,Furniture,Lamp,2,39.18,14.66,2022,10,Oct,2022-10,37.42,Low
ORD-100109,2024-01-11,South,Furniture,Office Chair,3,184.29,69.18,2024,1,Jan,2024-01,37.54,High
ORD-100110,2024-02-25,West,Food & Bev,Energy Drink,2,5.28,1.61,2024,2,Feb,2024-02,30.49,Low
ORD-100111,2023-03-23,North,Clothing,Boots,1,50.85,27.52,2023,3,Mar,2023-03,54.12,Mid
ORD-100112,2023-03-23,South,Clothing,Boots,1,55.05,17.41,2023,3,Mar,2023-03,31.63,Mid
ORD-100113,2023-08-21,Central,Office Supplies,Pen Set,6,50.88,22.28,2023,8,Aug,2023-08,43.79,Mid
ORD-100114,2023-03-08,Central,Clothing,Sneakers,1,55.5,17.99,2023,3,Mar,2023-03,32.41,Mid
ORD-100115,2022-10-26,West,Food & Bev,Protein Bar,1,2.3,1.17,2022,10,Oct,2022-10,50.87,Low
ORD-100116,2022-12-21,Central,Office Supplies,Tape,2,8.94,3.6,2022,12,Dec,2022-12,40.27,Low
ORD-100117,2022-07-18,North,Clothing,Blazer,1,51.99,24.31,2022,7,Jul,2022-07,46.76,Mid
ORD-100118,2022-09-06,East,Clothing,Boots,2,117.32,61.2,2022,9,Sep,2022-09,52.17,Mid
ORD-100119,2022-11-02,South,Food & Bev,Protein Bar,1,2.28,0.65,2022,11,Nov,2022-11,28.51,Low
ORD-100120,2022-04-19,West,Furniture,Whiteboard,1,26.6,8.8,2022,4,Apr,2022-04,33.08,Low
ORD-100121,2024-10-09,East,Electronics,Keyboard,5,99.05,25.78,2024,10,Oct,2024-10,26.03,Mid
ORD-100122,2023-09-18,Central,Clothing,Sneakers,1,51.64,17.48,2023,9,Sep,2023-09,33.85,Mid
ORD-100123,2024-05-13,West,Electronics,Keyboard,1,22.4,5.53,2024,5,May,2024-05,24.69,Low
ORD-100124,2023-03-31,South,Food & Bev,Green Tea,4,20.28,9.72,2023,3,Mar,2023-03,47.93,Low
ORD-100125,2023-08-08,Central,Electronics,Smartphone,1,103.08,17.43,2023,8,Aug,2023-08,16.91,Mid
ORD-100126,2023-11-01,East,Clothing,Blazer,1,64.09,33.02,2023,11,Nov,2023-11,51.52,Mid
ORD-100127,2023-10-27,North,Electronics,Keyboard,3,56.16,15.32,2023,10,Oct,2023-10,27.28,Mid
ORD-100128,2023-05-08,West,Food & Bev,Protein Bar,2,4.86,1.44,2023,5,May,2023-05,29.63,Low
ORD-100129,2023-08-27,North,Furniture,Filing Cabinet,1,27.35,10.05,2023,8,Aug,2023-08,36.75,Low
ORD-100130,2023-07-12,West,Office Supplies,Binder,1,10.09,3.28,2023,7,Jul,2023-07,32.51,Low
ORD-100131,2024-02-22,Central,Furniture,Filing Cabinet,1,26.72,5.94,2024,2,Feb,2024-02,22.23,Low
ORD-100132,2024-06-19,West,Clothing,Sneakers,1,55.24,27.3,2024,6,Jun,2024-06,49.42,Mid
ORD-100133,2024-07-20,South,Food & Bev,Coffee Beans,2,22.14,10.7,2024,7,Jul,2024-07,48.33,Low
ORD-100134,2023-11-06,West,Clothing,Jeans,2,60.3,25.72,2023,11,Nov,2023-11,42.65,Mid
ORD-100135,2023-08-23,South,Furniture,Office Chair,4,266.16,68.93,2023,8,Aug,2023-08,25.9,High
ORD-100136,2022-11-29,North,Clothing,Dress Shirt,5,159.5,69.45,2022,11,Nov,2022-11,43.54,High
ORD-100137,2023-06-26,West,Clothing,Boots,3,191.64,73.29,2023,6,Jun,2023-06,38.24,High
ORD-100138,2023-08-02,North,Clothing,Jeans,3,78.3,45.79,2023,8,Aug,2023-08,58.48,Mid
ORD-100139,2024-07-01,North,Furniture,Whiteboard,3,82.65,31.8,2024,7,Jul,2024-07,38.48,Mid
ORD-100140,2023-08-26,Central,Furniture,Whiteboard,4,111.28,24.11,2023,8,Aug,2023-08,21.67,Mid
ORD-100141,2022-07-17,North,Clothing,Sneakers,1,58.17,29.71,2022,7,Jul,2022-07,51.07,Mid
ORD-100142,2023-01-09,West,Electronics,Monitor,2,90.54,21.3,2023,1,Jan,2023-01,23.53,Mid
ORD-100143,2022-07-24,Central,Clothing,Jeans,1,28.0,15.87,2022,7,Jul,2022-07,56.68,Low
ORD-100144,2024-09-24,West,Office Supplies,Binder,2,17.06,7.31,2024,9,Sep,2024-09,42.85,Low
ORD-100145,2023-04-06,East,Furniture,Lamp,2,47.28,10.87,2023,4,Apr,2023-04,22.99,Low
ORD-100146,2022-09-14,West,Furniture,Filing Cabinet,3,87.72,19.13,2022,9,Sep,2022-09,21.81,Mid
ORD-100147,2024-09-19,North,Electronics,Mouse,6,87.06,20.17,2024,9,Sep,2024-09,23.17,Mid
ORD-100148,2023-09-29,West,Clothing,Blazer,1,77.76,44.29,2023,9,Sep,2023-09,56.96,Mid
ORD-100149,2024-01-02,East,Food & Bev,Protein Bar,1,1.86,0.6,2024,1,Jan,2024-01,32.26,Low
ORD-100150,2023-01-30,West,Food & Bev,Sparkling Water,1,2.17,0.88,2023,1,Jan,2023-01,40.55,Low
ORD-100151,2023-12-08,East,Clothing,Jeans,10,376.2,181.78,2023,12,Dec,2023-12,48.32,High
ORD-100152,2023-06-19,Central,Electronics,Laptop,5,686.3,130.42,2023,6,Jun,2023-06,19.0,Premium
ORD-100153,2023-02-15,Central,Clothing,Jacket,1,44.91,23.06,2023,2,Feb,2023-02,51.35,Low
ORD-100154,2022-09-14,North,Office Supplies,Tape,3,10.47,4.68,2022,9,Sep,2022-09,44.7,Low
ORD-100155,2023-08-11,Central,Office Supplies,Binder,1,9.98,4.34,2023,8,Aug,2023-08,43.49,Low
ORD-100156,2022-11-03,Central,Furniture,Bookshelf,4,151.84,38.59,2022,11,Nov,2022-11,25.41,High
ORD-100157,2022-11-05,West,Electronics,Headphones,3,86.7,21.97,2022,11,Nov,2022-11,25.34,Mid
ORD-100158,2023-12-04,Central,Clothing,Dress Shirt,1,42.76,17.34,2023,12,Dec,2023-12,40.55,Low
ORD-100159,2023-03-19,East,Furniture,Filing Cabinet,4,115.96,26.11,2023,3,Mar,2023-03,22.52,Mid
ORD-100160,2023-02-16,North,Electronics,Laptop,2,222.06,37.96,2023,2,Feb,2023-02,17.09,High
ORD-100161,2024-06-19,Central,Furniture,Office Chair,2,124.82,28.52,2024,6,Jun,2024-06,22.85,Mid
ORD-100162,2022-07-06,Central,Office Supplies,Notebook,1,11.97,4.12,2022,7,Jul,2022-07,34.42,Low
ORD-100163,2023-12-16,Central,Clothing,Jeans,8,308.64,108.06,2023,12,Dec,2023-12,35.01,High
ORD-100164,2022-11-05,West,Food & Bev,Protein Bar,2,4.88,1.37,2022,11,Nov,2022-11,28.07,Low
ORD-100165,2023-02-27,Central,Furniture,Sofa,1,98.75,35.42,2023,2,Feb,2023-02,35.87,Mid
ORD-100166,2023-05-24,West,Furniture,Whiteboard,3,81.72,19.38,2023,5,May,2023-05,23.72,Mid
ORD-100167,2024-04-22,West,Food & Bev,Sparkling Water,2,3.9,1.48,2024,4,Apr,2024-04,37.95,Low
ORD-100168,2023-07-26,North,Furniture,Sofa,5,468.7,138.21,2023,7,Jul,2023-07,29.49,High
ORD-100169,2022-04-14,North,Office Supplies,Highlighters,1,4.6,1.64,2022,4,Apr,2022-04,35.65,Low
ORD-100170,2022-09-23,North,Food & Bev,Green Tea,6,33.84,13.39,2022,9,Sep,2022-09,39.57,Low
ORD-100171,2023-08-18,West,Electronics,Webcam,2,37.6,6.11,2023,8,Aug,2023-08,16.25,Low
ORD-100172,2022-07-28,West,Food & Bev,Energy Drink,2,44.29,11.0725,2022,7,Jul,2022-07,25.0,Low
ORD-100173,2024-05-09,Central,Furniture,Lamp,3,68.73,26.22,2024,5,May,2024-05,38.15,Mid
ORD-100174,2023-06-22,West,Clothing,Blazer,1,53.78,17.21,2023,6,Jun,2023-06,32.0,Mid
ORD-100175,2024-04-09,South,Office Supplies,Printer Paper,4,30.56,10.92,2024,4,Apr,2024-04,35.73,Low
ORD-100176,2024-01-20,North,Electronics,Headphones,2,45.48,11.14,2024,1,Jan,2024-01,24.49,Low
ORD-100177,2024-06-18,North,Furniture,Standing Desk,1,102.28,22.06,2024,6,Jun,2024-06,21.57,Mid
ORD-100178,2023-06-23,Central,Electronics,Smartphone,6,543.06,127.52,2023,6,Jun,2023-06,23.48,Premium
ORD-100179,2022-11-10,East,Clothing,Sneakers,3,180.42,58.82,2022,11,Nov,2022-11,32.6,High
ORD-100180,2024-09-01,North,Clothing,Jeans,1,27.65,10.35,2024,9,Sep,2024-09,37.43,Low
ORD-100181,2023-11-16,North,Office Supplies,Binder,4,36.68,13.26,2023,11,Nov,2023-11,36.15,Low
ORD-100182,2022-12-16,East,Food & Bev,Coffee Beans,1,12.38,4.71,2022,12,Dec,2022-12,38.05,Low
ORD-100183,2023-04-17,Central,Office Supplies,Pen Set,3,28.41,9.02,2023,4,Apr,2023-04,31.75,Low
ORD-100184,2023-06-24,North,Office Supplies,Printer Paper,5,33.3,13.23,2023,6,Jun,2023-06,39.73,Low
ORD-100185,2022-12-22,Central,Furniture,Whiteboard,2,54.58,20.43,2022,12,Dec,2022-12,37.43,Mid
ORD-100186,2022-11-25,West,Food & Bev,Energy Drink,4,10.92,5.44,2022,11,Nov,2022-11,49.82,Low
ORD-100187,2024-03-27,Central,Office Supplies,Highlighters,1,6.17,1.83,2024,3,Mar,2024-03,29.66,Low
ORD-100188,2023-10-04,East,Electronics,Monitor,1,41.04,7.72,2023,10,Oct,2023-10,18.81,Low
ORD-100189,2023-05-30,East,Electronics,Mouse,2,22.96,6.21,2023,5,May,2023-05,27.05,Low
ORD-100190,2023-11-07,South,Furniture,Sofa,4,334.04,107.26,2023,11,Nov,2023-11,32.11,High
ORD-100191,2024-01-24,North,Office Supplies,Printer Paper,4,27.56,11.64,2024,1,Jan,2024-01,42.24,Low
ORD-100192,2023-07-19,Central,Office Supplies,Tape,1,3.6,0.93,2023,7,Jul,2023-07,25.83,Low
ORD-100193,2023-07-06,North,Office Supplies,Notebook,1,10.53,3.28,2023,7,Jul,2023-07,31.15,Low
ORD-100194,2024-08-25,South,Office Supplies,Notebook,2,23.18,7.25,2024,8,Aug,2024-08,31.28,Low
ORD-100195,2024-06-23,South,Clothing,Jeans,2,54.4,19.24,2024,6,Jun,2024-06,35.37,Mid
ORD-100196,2024-08-04,North,Office Supplies,Tape,1,4.72,1.39,2024,8,Aug,2024-08,29.45,Low
ORD-100197,2024-03-25,West,Furniture,Office Chair,6,381.96,122.69,2024,3,Mar,2024-03,32.12,High
ORD-100198,2024-02-12,North,Electronics,Monitor,4,202.16,56.24,2024,2,Feb,2024-02,27.82,High
ORD-100199,2023-05-09,North,Food & Bev,Coffee Beans,3,46.8,24.08,2023,5,May,2023-05,51.45,Low
ORD-100200,2024-06-02,North,Food & Bev,Coffee Beans,1,10.79,5.0,2024,6,Jun,2024-06,46.34,Low
ORD-100201,2023-02-26,Central,Clothing,Blazer,5,297.8,124.01,2023,2,Feb,2023-02,41.64,High
ORD-100202,2023-06-03,South,Electronics,Headphones,2,51.42,10.56,2023,6,Jun,2023-06,20.54,Mid
ORD-100203,2023-09-10,South,Electronics,Mouse,1,10.6,2.57,2023,9,Sep,2023-09,24.25,Low
ORD-100204,2022-09-13,East,Electronics,Tablet,6,443.22,115.87,2022,9,Sep,2022-09,26.14,High
ORD-100205,2023-12-07,East,Food & Bev,Energy Drink,1,3.19,1.31,2023,12,Dec,2023-12,41.07,Low
ORD-100206,2024-07-19,East,Office Supplies,Stapler,4,50.12,13.03,2024,7,Jul,2024-07,26.0,Mid
ORD-100207,2023-09-08,South,Office Supplies,Stapler,1,12.79,3.58,2023,9,Sep,2023-09,27.99,Low
ORD-100208,2023-11-15,West,Food & Bev,Green Tea,6,32.7,9.86,2023,11,Nov,2023-11,30.15,Low
ORD-100209,2024-01-19,Central,Furniture,Office Chair,4,238.72,87.06,2024,1,Jan,2024-01,36.47,High
ORD-100210,2023-04-18,North,Electronics,Smartphone,5,416.4,108.96,2023,4,Apr,2023-04,26.17,High
ORD-100211,2024-01-14,North,Food & Bev,Energy Drink,1,3.41,1.44,2024,1,Jan,2024-01,42.23,Low
ORD-100212,2023-03-02,South,Furniture,Standing Desk,5,538.4,137.84,2023,3,Mar,2023-03,25.6,Premium
ORD-100213,2023-08-20,East,Clothing,Sneakers,3,133.95,58.53,2023,8,Aug,2023-08,43.7,Mid
ORD-100214,2023-01-07,Central,Electronics,Tablet,2,130.9,25.55,2023,1,Jan,2023-01,19.52,Mid
ORD-100215,2023-08-27,South,Clothing,Jeans,3,78.87,30.69,2023,8,Aug,2023-08,38.91,Mid
ORD-100216,2024-02-05,East,Furniture,Bookshelf,2,82.32,22.34,2024,2,Feb,2024-02,27.14,Mid
ORD-100217,2023-08-26,South,Office Supplies,Notebook,5,59.9,22.79,2023,8,Aug,2023-08,38.05,Mid
ORD-100218,2023-10-12,South,Electronics,Mouse,2,27.06,7.14,2023,10,Oct,2023-10,26.39,Low
ORD-100219,2023-06-08,West,Office Supplies,Stapler,1,13.4,3.93,2023,6,Jun,2023-06,29.33,Low
ORD-100220,2023-08-17,South,Furniture,Whiteboard,2,72.68,19.63,2023,8,Aug,2023-08,27.01,Mid
ORD-100221,2023-05-19,Central,Furniture,Filing Cabinet,3,107.07,30.38,2023,5,May,2023-05,28.37,Mid
ORD-100222,2024-08-28,South,Office Supplies,Pen Set,10,85.1,22.99,2024,8,Aug,2024-08,27.02,Mid
ORD-100223,2022-08-20,Central,Food & Bev,Green Tea,2,12.28,5.28,2022,8,Aug,2022-08,43.0,Low
ORD-100224,2023-02-01,West,Electronics,Headphones,4,116.88,22.68,2023,2,Feb,2023-02,19.4,Mid
ORD-100225,2023-06-02,North,Furniture,Office Chair,6,362.76,102.1,2023,6,Jun,2023-06,28.15,High
ORD-100226,2022-12-20,East,Office Supplies,Notebook,5,53.7,22.76,2022,12,Dec,2022-12,42.38,Mid
ORD-100227,2022-10-18,East,Electronics,Smartphone,3,276.81,68.99,2022,10,Oct,2022-10,24.92,High
ORD-100228,2024-09-01,North,Office Supplies,Highlighters,2,9.28,2.95,2024,9,Sep,2024-09,31.79,Low
ORD-100229,2024-04-27,East,Furniture,Office Chair,2,109.02,25.63,2024,4,Apr,2024-04,23.51,Mid
ORD-100230,2022-05-05,East,Food & Bev,Green Tea,2,9.16,2.71,2022,5,May,2022-05,29.59,Low
ORD-100231,2023-07-05,Central,Electronics,Keyboard,2,46.24,9.02,2023,7,Jul,2023-07,19.51,Low
ORD-100232,2022-10-29,North,Furniture,Sofa,3,227.34,74.35,2022,10,Oct,2022-10,32.7,High
ORD-100233,2023-10-30,West,Clothing,Dress Shirt,2,61.34,20.28,2023,10,Oct,2023-10,33.06,Mid
ORD-100234,2023-10-28,South,Electronics,Keyboard,1,16.28,2.72,2023,10,Oct,2023-10,16.71,Low
